review_id,customer_id,review_text,sentiment
REV-1311,CUST-104477,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1312,CUST-100357,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1313,CUST-102660,"Would not recommend, the phone case did not match the description at all.",negative
REV-1314,CUST-105339,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1315,CUST-103833,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1316,CUST-100033,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1317,CUST-104430,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1318,CUST-100769,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1319,CUST-104686,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1320,CUST-100855,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-1321,CUST-105141,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1322,CUST-101425,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-1323,CUST-104320,Customer support never responded about my desk lamp refund request.,negative
REV-1324,CUST-103734,Customer support never responded about my coffee maker refund request.,negative
REV-1325,CUST-101554,Delivery took way too long and the office chair arrived damaged.,negative
REV-1326,CUST-100884,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1327,CUST-102594,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1328,CUST-105853,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1329,CUST-101919,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1330,CUST-101625,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1331,CUST-105168,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1332,CUST-101327,Customer support never responded about my coffee maker refund request.,negative
REV-1333,CUST-104490,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1334,CUST-103809,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1335,CUST-100756,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1336,CUST-102722,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1337,CUST-101159,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1338,CUST-100483,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1339,CUST-100507,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1340,CUST-101364,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1341,CUST-102699,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1342,CUST-102667,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1343,CUST-102109,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1344,CUST-103090,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1345,CUST-100111,Delivery took way too long and the phone case arrived damaged.,negative
REV-1346,CUST-105774,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1347,CUST-100966,Customer support never responded about my wireless earbuds refund request.,negative
REV-1348,CUST-101180,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1349,CUST-104760,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1350,CUST-104001,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1351,CUST-104045,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1352,CUST-100829,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-1353,CUST-102825,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1354,CUST-103490,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1355,CUST-102896,Delivery took way too long and the office chair arrived damaged.,negative
REV-1356,CUST-100536,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1357,CUST-104529,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1358,CUST-102466,Customer support never responded about my blender refund request.,negative
REV-1359,CUST-103592,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1360,CUST-102834,Delivery took way too long and the backpack arrived damaged.,negative
REV-1361,CUST-100481,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1362,CUST-102628,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1363,CUST-105358,Customer support never responded about my sneakers refund request.,negative
REV-1364,CUST-101327,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1365,CUST-100751,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1366,CUST-101524,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1367,CUST-103848,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1368,CUST-102263,Delivery took way too long and the phone case arrived damaged.,negative
REV-1369,CUST-103267,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1370,CUST-102354,Customer support never responded about my desk lamp refund request.,negative
REV-1371,CUST-102157,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1372,CUST-102667,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-1373,CUST-105649,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1374,CUST-103841,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1375,CUST-100211,"The blender broke after one week, very disappointed with the quality.",negative
REV-1376,CUST-104163,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1377,CUST-105751,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1378,CUST-102893,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1379,CUST-102213,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1380,CUST-102900,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1381,CUST-105944,Customer support never responded about my backpack refund request.,negative
REV-1382,CUST-104629,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1383,CUST-102041,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1384,CUST-104036,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1385,CUST-103705,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1386,CUST-103370,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1387,CUST-103010,Delivery took way too long and the backpack arrived damaged.,negative
REV-1388,CUST-105491,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1389,CUST-102901,Delivery took way too long and the backpack arrived damaged.,negative
REV-1390,CUST-102117,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1391,CUST-101873,"Would not recommend, the office chair did not match the description at all.",negative
REV-1392,CUST-104273,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1393,CUST-105273,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1394,CUST-101840,"Would not recommend, the backpack did not match the description at all.",negative
REV-1395,CUST-103784,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1396,CUST-101855,"Would not recommend, the phone case did not match the description at all.",negative
REV-1397,CUST-100335,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-1398,CUST-102029,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1399,CUST-105583,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1400,CUST-101945,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-1401,CUST-101468,"Love the phone case, exactly as described. Highly recommend to others.",positive
